Property type,Size,Rooms,Floor,Furnished,Shareable,Pets allowed,Elevator,Senior friendly,Students only,Balcony,Parking,Dishwasher,Washing machine,Electric charging station,Dryer,Energy rating,Rental period,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,Listing-id,Adress
Apartment,113 m²,4.0,1st ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,13.500 kr.,1.300 kr.,40.500 kr.,13.500 kr.,68.800 kr.,29/01/2024,5416124,"Spættevangen, 2635 København, Ishøj  - 1st floor"
Apartment,112 m²,5.0,3rd ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,14.400 kr.,1.250 kr.,43.200 kr.,14.400 kr.,73.250 kr.,29/01/2024,5416123,"Spættevangen, 2635 København, Ishøj  - 3rd floor"
Apartment,32 m²,1.0,3rd ,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,12-23 months,15 April 2024,8.850 kr.,525 kr.,25.950 kr.,17.300 kr.,52.625 kr.,29/01/2024,5416107,"Stadens Vænge, 2100 København, København Ø  - 3rd floor"
Apartment,36 m²,1.0,3rd ,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,12.500 kr.,550 kr.,25.000 kr.,12.500 kr.,50.550 kr.,29/01/2024,5299984,"Njalsgade, 2300 København, København S  - 3rd floor"
Apartment,90 m²,3.0,4th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,11.800 kr.,1.000 kr.,35.400 kr.,11.800 kr.,60.000 kr.,29/01/2024,5416106,"Spættevangen, 2635 København, Ishøj  - 4th floor"
Room,12 m²,1.0,-,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,,Unlimited,As soon as possible,4.500 kr.,1.000 kr.,8.000 kr.,0 kr.,13.500 kr.,29/01/2024,4766284,"Bueparken, 2750 København, Ballerup "
Townhouse,123 m²,5.0,-,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,,Unlimited,1 May 2024,16.725 kr.,"1.416,75 kr.",50.175 kr.,"16.724,69 kr.","85.041,44 kr.",29/01/2024,5297745,"Richard Mortensens Vej, 2300 København, København S "
Apartment,30 m²,2.0,Ground floor,No,No,No,No,No,No,No,No,No,No,No,No,-,12-23 months,As soon as possible,5.900 kr.,1.000 kr.,17.400 kr.,17.400 kr.,41.700 kr.,29/01/2024,592047,"Vestgrønningen, 2791 København, Dragør  - Ground floor"
Apartment,100 m²,4.0,1st ,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,,1-11 months,1 May 2024,17.999 kr.,1.000 kr.,35.998 kr.,17.999 kr.,72.996 kr.,28/01/2024,5342201,"Flidsagervej, 2500 København, Valby  - 1st floor"
Apartment,53 m²,2.0,1st ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,30 April 2024,12.200 kr.,550 kr.,36.600 kr.,12.200 kr.,61.550 kr.,28/01/2024,5415963,"Halldór Laxness Vej, 2300 København, København S  - 1st floor"
Apartment,29 m²,1.0,4th ,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,30 April 2024,7.950 kr.,750 kr.,23.850 kr.,7.950 kr.,40.500 kr.,28/01/2024,5301221,"Vanløse Allé, 2720 København, Vanløse  - 4th floor"
Apartment,87 m²,3.0,4th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,30 April 2024,14.950 kr.,950 kr.,44.850 kr.,14.950 kr.,75.700 kr.,28/01/2024,5415944,"Michael Strunges Vej, 2300 København, København S  - 4th floor"
Apartment,140 m²,5.0,-,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,12-23 months,As soon as possible,23.000 kr.,500 kr.,46.000 kr.,23.000 kr.,92.500 kr.,27/01/2024,5415619,"Linus Paulingsvej, 2450 København, København SV "
Room,12 m²,1.0,6th ,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,12-23 months,1 June 2024,7.500 kr.,0 kr.,7.500 kr.,0 kr.,15.000 kr.,27/01/2024,5415811,"Margretheholmsvej, 1432 København, København K  - 6th floor"
Room,25 m²,1.0,-,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,5.000 kr.,0 kr.,2.500 kr.,0 kr.,7.500 kr.,27/01/2024,5415806,"Murergården, 2635 København, Ishøj "
Apartment,72 m²,3.0,5th ,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,,12-23 months,1 May 2024,18.000 kr.,0 kr.,40.000 kr.,18.000 kr.,76.000 kr.,26/01/2024,5298176,"Brobergsgade, 1427 København, København K  - 5th floor"
Apartment,95 m²,4.0,1st ,Yes,No,No,No,Not specified,Not specified,No,Yes,Not specified,Not specified,No,Not specified,-,1-11 months,1 May 2024,19.500 kr.,,39.000 kr.,,58.500 kr.,26/01/2024,5415735,"Kærvangen, 2820 København, Gentofte  - 1st floor"
Room,12 m²,1.0,-,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,,1-11 months,As soon as possible,5.800 kr.,0 kr.,11.600 kr.,5.800 kr.,23.200 kr.,26/01/2024,5413186,"Holmevej, 2830 København, Virum "
Apartment,108 m²,3.0,2nd ,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,,1-11 months,27 June 2024,21.500 kr.,0 kr.,10.000 kr.,0 kr.,31.500 kr.,26/01/2024,5413492,"Esthersvej, 2900 København, Hellerup  - 2nd floor"
Apartment,101 m²,4.0,5th ,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,,1-11 months,As soon as possible,23.000 kr.,1.000 kr.,46.000 kr.,23.000 kr.,93.000 kr.,26/01/2024,5415482,"Åboulevard, 1960 København, Frederiksberg C  - 5th floor"
Apartment,31 m²,1.0,1st ,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,-,Unlimited,30 June 2024,7.750 kr.,400 kr.,23.250 kr.,7.750 kr.,39.150 kr.,26/01/2024,5415699,"Viola Nørløvs Gade, 2450 København, København SV  - 1st floor"
Apartment,32 m²,1.0,1st ,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,-,Unlimited,30 June 2024,7.750 kr.,400 kr.,23.250 kr.,7.750 kr.,39.150 kr.,26/01/2024,5415696,"Viola Nørløvs Gade, 2450 København, København SV  - 1st floor"
Apartment,31 m²,1.0,1st ,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,-,Unlimited,30 June 2024,8.550 kr.,400 kr.,25.650 kr.,8.550 kr.,43.150 kr.,26/01/2024,5415694,"Henriette Crones Gade, 2450 København, København SV  - 1st floor"
Apartment,32 m²,1.0,1st ,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,-,Unlimited,30 June 2024,8.550 kr.,400 kr.,25.650 kr.,8.550 kr.,43.150 kr.,26/01/2024,5415691,"Henriette Crones Gade, 2450 København, København SV  - 1st floor"
Apartment,31 m²,1.0,4th ,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,-,Unlimited,30 June 2024,8.750 kr.,400 kr.,26.250 kr.,8.750 kr.,44.150 kr.,26/01/2024,5415690,"Henriette Crones Gade, 2450 København, København SV  - 4th floor"
Apartment,31 m²,1.0,3rd ,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,-,Unlimited,30 June 2024,8.700 kr.,400 kr.,26.100 kr.,8.700 kr.,43.900 kr.,26/01/2024,5415687,"Henriette Crones Gade, 2450 København, København SV  - 3rd floor"
Apartment,31 m²,1.0,2nd ,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,-,Unlimited,30 June 2024,8.600 kr.,400 kr.,25.800 kr.,8.600 kr.,43.400 kr.,26/01/2024,5415685,"Henriette Crones Gade, 2450 København, København SV  - 2nd floor"
Room,25 m²,1.0,1st ,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,,12-23 months,As soon as possible,6.000 kr.,500 kr.,6.000 kr.,6.000 kr.,18.500 kr.,26/01/2024,5415529,"Islevhusvej, 2700 København, Brønshøj  - 1st floor"
Room,8 m²,1.0,-,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,,1-11 months,As soon as possible,4.500 kr.,1.000 kr.,13.500 kr.,4.500 kr.,23.500 kr.,26/01/2024,5415581,"Præstemarksvej, 2770 København, Kastrup "
Room,10 m²,1.0,4th ,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,5.500 kr.,0 kr.,16.500 kr.,5.500 kr.,27.500 kr.,25/01/2024,5415501,"Gadelandet, 2700 København, Brønshøj  - 4th floor"
Apartment,104 m²,4.0,2nd ,No,No,No,Yes,Not specified,Not specified,Yes,Not specified,Not specified,Not specified,No,Not specified,-,Unlimited,30 April 2024,14.900 kr.,,44.700 kr.,14.900 kr.,74.500 kr.,25/01/2024,5415489,"Else Alfelts Vej, 2300 København, København S  - 2nd floor"
House,117 m²,5.0,-,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,,1-11 months,9 August 2024,32.000 kr.,0 kr.,32.000 kr.,0 kr.,64.000 kr.,25/01/2024,5415410,"Ved Grænsen, 2000 København, Frederiksberg "
Apartment,36 m²,1.0,2nd ,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,-,Unlimited,As soon as possible,5.095 kr.,450 kr.,15.285 kr.,5.095 kr.,25.925 kr.,25/01/2024,5379600,"Telegrafvej, 2750 København, Ballerup  - 2nd floor"
Apartment,80 m²,3.0,Ground floor,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,14 April 2024,16.800 kr.,850 kr.,50.400 kr.,16.800 kr.,84.850 kr.,25/01/2024,5298839,"Bjelkes Allé, 2200 København, København N  - Ground floor"
Apartment,92 m²,3.0,Ground floor,No,No,No,No,No,No,No,No,No,No,No,No,-,Unlimited,15 April 2024,12.950 kr.,703 kr.,38.850 kr.,12.950 kr.,65.453 kr.,25/01/2024,5399591,"Kaffevej, 2610 København, Rødovre  - Ground floor"
Apartment,91 m²,4.0,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,12.285 kr.,995 kr.,36.855 kr.,12.285 kr.,62.420 kr.,25/01/2024,5415344,"Kirkebjerg Tværvej, 2605 København, Brøndby  - 3rd floor"
House,323 m²,8.0,-,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,-,24+ months,As soon as possible,45.000 kr.,800 kr.,135.000 kr.,0 kr.,180.800 kr.,25/01/2024,5415335,"Dronninggårds Alle, 2840 København, Holte "
Apartment,83 m²,3.0,2nd ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,11.620 kr.,995 kr.,34.860 kr.,11.620 kr.,59.095 kr.,25/01/2024,5415329,"Mekanikvej, 2605 København, Brøndby  - 2nd floor"
Apartment,100 m²,3.0,5th ,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,-,12-23 months,As soon as possible,19.500 kr.,800 kr.,39.000 kr.,39.000 kr.,98.300 kr.,24/01/2024,3512041,"Nørre Farimagsgade, 1364 København, København K  - 5th floor"
Apartment,79 m²,3.0,Ground floor,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,1 June 2024,11.500 kr.,900 kr.,34.500 kr.,11.500 kr.,58.400 kr.,24/01/2024,5415193,"Frøstjernestræde, 2640 København, Hedehusene  - Ground floor"
Apartment,108 m²,4.0,5th ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,-,Unlimited,As soon as possible,17.280 kr.,950 kr.,51.840 kr.,17.280 kr.,87.350 kr.,24/01/2024,5415188,"Peter Holms Vej, 2450 København, København SV  - 5th floor"
Apartment,82 m²,4.0,3rd ,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,,Unlimited,As soon as possible,11.500 kr.,800 kr.,34.500 kr.,11.500 kr.,58.300 kr.,24/01/2024,5415175,"Cikoriegade, 2640 København, Hedehusene  - 3rd floor"
Apartment,32 m²,1.0,2nd ,No,No,No,Yes,No,No,No,No,No,No,No,No,-,Unlimited,As soon as possible,7.900 kr.,650 kr.,23.700 kr.,7.900 kr.,40.150 kr.,24/01/2024,5237567,"Lyngby Hovedgade, 2800 København, Kongens Lyngby  - 2nd floor"
Apartment,160 m²,5.0,5th ,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,,Unlimited,As soon as possible,22.250 kr.,2.400 kr.,66.750 kr.,22.250 kr.,113.650 kr.,24/01/2024,5415138,"Rådhuspladsen, 1550 København, København V  - 5th floor"
Room,16 m²,1.0,3rd ,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,,1-11 months,11 April 2024,5.500 kr.,0 kr.,5.500 kr.,0 kr.,11.000 kr.,24/01/2024,5305463,"Glucksvej, 2450 København, København SV  - 3rd floor"
Apartment,106 m²,5.0,2nd ,No,No,Yes,No,Not specified,Not specified,No,No,Yes,Yes,Yes,Yes,,Unlimited,1 June 2024,16.700 kr.,1.000 kr.,50.100 kr.,16.700 kr.,84.500 kr.,24/01/2024,5415114,"Richard Mortensens Vej, 2300 København, København S  - 2nd floor"
Apartment,100 m²,4.0,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,17.700 kr.,1.100 kr.,53.100 kr.,17.700 kr.,89.600 kr.,24/01/2024,5415094,"Summerredvej, 2500 København, Valby  - 3rd floor"
Apartment,111 m²,4.0,3rd ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,30 April 2024,17.200 kr.,1.200 kr.,51.600 kr.,17.200 kr.,87.200 kr.,24/01/2024,5415093,"Elstarvej, 2500 København, Valby  - 3rd floor"
Apartment,49 m²,1.0,3rd ,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,15 May 2024,13.000 kr.,850 kr.,26.000 kr.,13.000 kr.,52.850 kr.,24/01/2024,5415067,"Vesterfælledvej, 1799 København, København V  - 3rd floor"
Apartment,35 m²,1.0,4th ,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,Unlimited,As soon as possible,8.250 kr.,550 kr.,24.750 kr.,8.250 kr.,41.800 kr.,24/01/2024,5415060,"Poppelstykket, 2450 København, København SV  - 4th floor"
Apartment,144 m²,3.0,4th ,Yes,No,Yes,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,12-23 months,As soon as possible,28.000 kr.,,84.000 kr.,,112.000 kr.,24/01/2024,5342060,"Store Strandstræde, 1255 København, København K  - 4th floor"
Apartment,75 m²,3.0,3rd ,No,No,No,No,No,No,No,No,No,No,No,No,,12-23 months,As soon as possible,15.000 kr.,0 kr.,30.000 kr.,15.000 kr.,60.000 kr.,24/01/2024,5414946,"Enghavevej, 1674 København, København V  - 3rd floor"
House,121 m²,6.0,-,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,,1-11 months,1 May 2024,20.000 kr.,1.000 kr.,20.000 kr.,20.000 kr.,61.000 kr.,24/01/2024,5414529,"Overbys Allé, 2500 København, Valby "
Apartment,84 m²,3.0,3rd ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11.340 kr.,1.050 kr.,34.020 kr.,11.340 kr.,57.750 kr.,24/01/2024,5415043,"Rønnebygade, 2630 København, Taastrup  - 3rd floor"
Apartment,92 m²,3.0,2nd ,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,12.880 kr.,995 kr.,38.640 kr.,12.880 kr.,65.395 kr.,24/01/2024,5415034,"Mekanikvej, 2605 København, Brøndby  - 2nd floor"
Room,15 m²,1.0,-,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,,1-11 months,As soon as possible,6.500 kr.,0 kr.,13.000 kr.,6.500 kr.,26.000 kr.,23/01/2024,4496105,"Garderhøjvej, 2820 København, Gentofte "
Apartment,116 m²,3.0,6th ,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-,24+ months,As soon as possible,25.000 kr.,2.000 kr.,75.000 kr.,0 kr.,102.000 kr.,23/01/2024,5414901,"Adelgade, 1304 København, København K  - 6th floor"
Apartment,96 m²,3.0,4th ,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,,24+ months,1 May 2024,19.500 kr.,1.500 kr.,58.500 kr.,39.000 kr.,118.500 kr.,23/01/2024,5275283,"Pilestræde, 1112 København, København K  - 4th floor"
Apartment,32 m²,1.0,2nd ,No,No,No,Yes,No,Yes,No,No,No,No,No,No,-,Unlimited,As soon as possible,7.534 kr.,500 kr.,22.602 kr.,7.534 kr.,38.170 kr.,23/01/2024,4629075,"Theklavej, 2400 København, København NV  - 2nd floor"
Townhouse,132 m²,5.0,-,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,15.500 kr.,0 kr.,46.500 kr.,15.500 kr.,77.500 kr.,23/01/2024,5414853,"Søgræsgade, 2640 København, Hedehusene "
Townhouse,125 m²,5.0,-,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,15.500 kr.,0 kr.,46.500 kr.,15.500 kr.,77.500 kr.,23/01/2024,5414852,"Søgræsgade, 2640 København, Hedehusene "
Townhouse,126 m²,5.0,-,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,15.500 kr.,0 kr.,46.500 kr.,15.500 kr.,77.500 kr.,23/01/2024,5414833,"Søgræsgade, 2640 København, Hedehusene "
Apartment,110 m²,4.0,2nd ,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,14.700 kr.,900 kr.,44.100 kr.,14.700 kr.,74.400 kr.,23/01/2024,4990388,"Møllevangen, 2610 København, Rødovre  - 2nd floor"
Townhouse,90 m²,3.0,-,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,-,Unlimited,1 May 2024,14.800 kr.,900 kr.,44.400 kr.,14.800 kr.,74.900 kr.,23/01/2024,5414778,"Richard Mortensens Vej, 2300 København, København S "
Room,16 m²,1.0,-,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,6.000 kr.,0 kr.,18.000 kr.,6.000 kr.,30.000 kr.,23/01/2024,5414749,"Vestager, 2605 København, Brøndby "
Room,18 m²,1.0,1st ,Yes,No,No,No,No,No,No,No,No,Yes,No,No,-,Unlimited,As soon as possible,7.500 kr.,0 kr.,0 kr.,7.500 kr.,15.000 kr.,23/01/2024,5414692,"Mynstersvej, 1827 København, Frederiksberg C  - 1st floor"
Apartment,85 m²,2.0,4th ,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,15 April 2024,13.200 kr.,800 kr.,13.200 kr.,0 kr.,27.200 kr.,22/01/2024,5338104,"Vallensbæk Stationstorv, 2665 København, Vallensbæk Strand  - 4th floor"
Apartment,98 m²,4.0,Ground floor,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,13.900 kr.,1.100 kr.,41.700 kr.,13.900 kr.,70.600 kr.,22/01/2024,5304467,"Mejsevangen, 2635 København, Ishøj  - Ground floor"
Apartment,110 m²,3.0,2nd ,Yes,No,No,Yes,Not specified,Not specified,Yes,No,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,22.500 kr.,910 kr.,67.500 kr.,,90.910 kr.,22/01/2024,5414635,"Hammershøis Kaj, 1402 København, København K  - 2nd floor"
Apartment,113 m²,4.0,2nd ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,13.500 kr.,1.300 kr.,40.500 kr.,13.500 kr.,68.800 kr.,22/01/2024,5414604,"Spættevangen, 2635 København, Ishøj  - 2nd floor"
Apartment,37 m²,1.0,Ground floor,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,31 May 2024,8.600 kr.,450 kr.,25.800 kr.,8.600 kr.,43.450 kr.,22/01/2024,5414558,"Englandsvej, 2300 København, København S  - Ground floor"
Apartment,33 m²,1.0,2nd ,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,31 May 2024,8.300 kr.,400 kr.,24.900 kr.,8.300 kr.,41.900 kr.,22/01/2024,5414557,"Irlandsvej, 2300 København, København S  - 2nd floor"
Apartment,103 m²,4.0,Ground floor,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,14 July 2024,12.995 kr.,1.150 kr.,38.985 kr.,12.995 kr.,66.125 kr.,22/01/2024,5414555,"Spættevangen, 2635 København, Ishøj  - Ground floor"
Apartment,88 m²,3.0,1st ,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 April 2024,12.500 kr.,950 kr.,37.500 kr.,12.500 kr.,63.450 kr.,22/01/2024,5414503,"Baltorpvej, 2750 København, Ballerup  - 1st floor"
Apartment,84 m²,3.0,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 June 2024,12.500 kr.,850 kr.,37.500 kr.,12.500 kr.,63.350 kr.,22/01/2024,5414502,"Baltorpvej, 2750 København, Ballerup  - Ground floor"
Apartment,91 m²,3.0,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 April 2024,12.500 kr.,950 kr.,37.500 kr.,12.500 kr.,63.450 kr.,22/01/2024,5414501,"Baltorpvej, 2750 København, Ballerup  - Ground floor"
Apartment,88 m²,3.0,Ground floor,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,14 April 2024,12.400 kr.,950 kr.,37.200 kr.,12.400 kr.,62.950 kr.,22/01/2024,5414499,"Baltorpvej, 2750 København, Ballerup  - Ground floor"
Apartment,62 m²,2.0,4th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,12.600 kr.,650 kr.,37.800 kr.,12.600 kr.,63.650 kr.,22/01/2024,5414481,"Ørestads Boulevard, 2300 København, København S  - 4th floor"
Apartment,73 m²,3.0,5th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,14.100 kr.,750 kr.,42.300 kr.,14.100 kr.,71.250 kr.,22/01/2024,5414480,"Ørestads Boulevard, 2300 København, København S  - 5th floor"
Apartment,73 m²,3.0,6th ,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,14.400 kr.,750 kr.,43.200 kr.,14.400 kr.,72.750 kr.,22/01/2024,5414479,"Ørestads Boulevard, 2300 København, København S  - 6th floor"
Apartment,108 m²,4.0,1st ,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,,1-11 months,As soon as possible,14.000 kr.,500 kr.,14.000 kr.,0 kr.,28.500 kr.,22/01/2024,5414157,"Baldershøj, 2635 København, Ishøj  - 1st floor"
Apartment,36 m²,1.0,Ground floor,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,,12-23 months,As soon as possible,8.500 kr.,600 kr.,8.500 kr.,8.500 kr.,26.100 kr.,22/01/2024,5414320,"Klokkedybet, 2730 København, Herlev  - Ground floor"
Room,25 m²,1.0,Ground floor,Yes,No,No,No,No,No,No,No,No,No,No,No,,1-11 months,As soon as possible,6.000 kr.,500 kr.,0 kr.,6.000 kr.,12.500 kr.,21/01/2024,5414297,"Fuglevadsvej, 2800 København, Kongens Lyngby  - Ground floor"
Apartment,128 m²,5.0,3rd ,No,Yes,No,No,No,No,No,No,Yes,Yes,Not specified,Not specified,,24+ months,As soon as possible,19.500 kr.,0 kr.,58.500 kr.,0 kr.,78.000 kr.,21/01/2024,5426351,"Toftegårds Allé, 2500 København, Valby  - 3rd floor"
Room,16 m²,1.0,2nd ,No,No,No,No,No,No,No,No,No,No,No,No,-,12-23 months,As soon as possible,5.000 kr.,0 kr.,10.000 kr.,10.000 kr.,25.000 kr.,21/01/2024,4986391,"Frederiksundsvej , 2720 København, Vanløse  - 2nd floor"
Room,15 m²,1.0,Ground floor,No,No,No,No,No,No,No,No,No,No,No,No,-,1-11 months,As soon as possible,4.500 kr.,0 kr.,13.500 kr.,13.500 kr.,31.500 kr.,21/01/2024,4857339,"Sallingvej, 2720 København, Vanløse  - Ground floor"
Townhouse,145 m²,5.0,-,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,,Unlimited,As soon as possible,18.400 kr.,500 kr.,55.200 kr.,0 kr.,74.100 kr.,21/01/2024,5249437,"Lammeengen, 2765 København, Smørum "
Apartment,102 m²,4.0,3rd ,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,-,24+ months,1 May 2024,19.000 kr.,1.000 kr.,57.000 kr.,0 kr.,77.000 kr.,21/01/2024,5139041,"Weidekampsgade, 2300 København, København S  - 3rd floor"
Apartment,98 m²,4.0,Ground floor,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,,12-23 months,As soon as possible,22.500 kr.,1.200 kr.,67.500 kr.,22.500 kr.,113.700 kr.,21/01/2024,5414239,"Store Kongensgade, 1264 København, København K  - Ground floor"
Room,16 m²,1.0,1st ,Yes,No,No,No,No,No,No,No,No,No,No,No,,Unlimited,As soon as possible,5.000 kr.,0 kr.,5.000 kr.,0 kr.,10.000 kr.,20/01/2024,5414180,"Fuglegårdsvænget, 2820 København, Gentofte  - 1st floor"
Apartment,34 m²,1.0,2nd ,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,Unlimited,As soon as possible,9.700 kr.,550 kr.,23.400 kr.,23.400 kr.,57.050 kr.,20/01/2024,5414171,"Lyshøjgårdsvej, 2500 København, Valby  - 2nd floor"
Apartment,143 m²,3.0,3rd ,No,No,Yes,Yes,Not specified,Not specified,Yes,Yes,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,44.500 kr.,1.500 kr.,133.500 kr.,44.500 kr.,224.000 kr.,20/01/2024,5380795,"Islands Brygge, 2300 København, København S  - 3rd floor"
Room,10 m²,1.0,3rd ,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,5.000 kr.,0 kr.,10.000 kr.,5.000 kr.,20.000 kr.,19/01/2024,5414110,"Dagmarhaven, 2665 København, Vallensbæk Strand  - 3rd floor"
Apartment,26 m²,1.0,3rd ,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,As soon as possible,7.800 kr.,750 kr.,23.400 kr.,7.800 kr.,39.750 kr.,19/01/2024,5324518,"Finsensvej, 2000 København, Frederiksberg  - 3rd floor"
Apartment,72 m²,3.0,6th ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,31 July 2024,13.700 kr.,800 kr.,41.100 kr.,13.700 kr.,69.300 kr.,19/01/2024,5333297,"Gyngemose Parkvej, 2860 København, Søborg  - 6th floor"
