Property Type,Size(m²),Rooms,Floor,Furnished,Shareable,Pets allowed,Elevator,Senior friendly,Students only,Balcony,Parking,Dishwasher,Washing machine,Electric charging station,Dryer,Energy rating,Rental period,Available from,Monthly net rent,Utilities,Deposit,Prepaid rent,Move-in price,Creation Date,Listing-id,Adress,district
Apartment,107,3,1,Yes,No,No,No,Not specified,Not specified,Not specified,Not specified,Yes,Yes,No,Yes,-,24+ months,As soon as possible,20000,1600,60000,0,81600,14/11/2023,5401280,"Eskildsgade, 1657 København, København V  - 1st floor",København V
Apartment,72,2,2,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,-,Unlimited,As soon as possible,12550,750,25100,12550,50950,14/11/2023,5401237,"C.F. Møllers Allé, 2300 København, København S  - 2nd floor",København S
Apartment,240,6,0,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,,12-23 months,As soon as possible,47000,1000,141000,0,189000,14/11/2023,3464820,"Øresunds Alle, 2791 København, Dragør ",Dragør
Apartment,80,4,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 May 2024,13200,900,39600,13200,66900,13/11/2023,5401013,"Hørkær, 2730 København, Herlev  - 2nd floor",Herlev
Apartment,80,3,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 May 2024,12600,900,37800,12600,63900,13/11/2023,5401011,"Hørkær, 2730 København, Herlev  - 1st floor",Herlev
Apartment,55,2,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 May 2024,10200,650,30600,10200,51650,13/11/2023,5401010,"Hørkær, 2730 København, Herlev  - 1st floor",Herlev
Apartment,95,4,7,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 May 2024,14100,700,42300,14100,71200,13/11/2023,5401009,"Hørkær, 2730 København, Herlev  - 7th floor",Herlev
Apartment,80,4,7,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 May 2024,13600,900,40800,13600,68900,13/11/2023,5401008,"Hørkær, 2730 København, Herlev  - 7th floor",Herlev
Apartment,78,4,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 May 2024,12500,900,12500,12500,38400,13/11/2023,5401007,"Hørkær, 2730 København, Herlev  - 2nd floor",Herlev
Apartment,57,2,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 May 2024,10100,700,30300,10100,51200,13/11/2023,5401005,"Hørkær, 2730 København, Herlev  - 2nd floor",Herlev
Apartment,68,3,3,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,12100,850,36300,12100,61350,13/11/2023,5400939,"Fjerkløvervej, 2750 København, Ballerup  - 3rd floor",Ballerup
Apartment,117,4,5,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,16995,1000,33990,16995,68980,13/11/2023,5375811,"Vejlesvinget, 2665 København, Vallensbæk Strand  - 5th floor",Vallensbæk Strand
Apartment,58,2,10,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,12850,600,38550,12850,64850,13/11/2023,5400912,"Ørestads Boulevard, 2300 København, København S  - 10th floor",København S
Apartment,58,2,10,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,12850,600,38550,12850,64850,13/11/2023,5400911,"Ørestads Boulevard, 2300 København, København S  - 10th floor",København S
Apartment,110,4,3,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,17400,1150,52200,17400,88150,13/11/2023,5400888,"Ørestads Boulevard, 2300 København, København S  - 3rd floor",København S
Apartment,90,4,5,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,15200,1000,45600,15200,77000,13/11/2023,4598422,"Else Alfelts Vej, 2300 København, København S  - 5th floor",København S
Room,25,1,0,No,No,No,No,No,No,No,No,No,Yes,No,Yes,,Unlimited,As soon as possible,3000,0,3000,3000,9000,11/11/2023,5400649,"Hermodsgade, 2200 København, København N  - Ground floor",København N
Apartment,82,3,3,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11600,950,34800,11600,58950,10/11/2023,5400625,"Jens Kofoeds Gade, 2630 København, Taastrup  - 3rd floor",Taastrup
Apartment,70,2,2,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,10700,800,32100,10700,54300,10/11/2023,5400623,"Jens Kofoeds Gade, 2630 København, Taastrup  - 2nd floor",Taastrup
Apartment,98,4,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,14700,800,44100,14700,74300,10/11/2023,5400618,"Gyngemose Parkvej, 2860 København, Søborg  - 2nd floor",Søborg
Apartment,71,3,4,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,14100,700,42300,14100,71200,10/11/2023,5400503,"Martha Christensens Vej, 2300 København, København S  - 4th floor",København S
Apartment,58,2,9,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,12800,600,38400,12800,64600,10/11/2023,5400502,"Ørestads Boulevard, 2300 København, København S  - 9th floor",København S
Room,12,1,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,,1-11 months,As soon as possible,5500,1000,16500,5500,28500,10/11/2023,5400418,"Præstemarksvej, 2770 København, Kastrup ",Kastrup
Apartment,85,3,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,-,Unlimited,15 June 2024,12750,750,38250,0,51750,10/11/2023,5374895,"Kirkebjerg Parkvej, 2605 København, Brøndby  - 2nd floor",Brøndby
Room,17,1,1,No,Yes,No,No,No,No,No,No,No,No,No,No,,24+ months,As soon as possible,5000,300,15000,5000,25300,10/11/2023,5268323,"Emdrupvej, 2100 København, København Ø  - 1st floor",København Ø
Apartment,62,2,2,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,,Unlimited,As soon as possible,14568,1411,43704,14568,74251,09/11/2023,5400382,"Skovbrynet, 2800 København, Kongens Lyngby  - 2nd floor",Kongens Lyngby
Apartment,148,4,1,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,1 April 2024,20500,1650,61500,20500,104150,09/11/2023,5400326,"Porcelænstorvet, 2500 København, Valby  - 1st floor",Valby
Apartment,35,1,6,No,No,No,No,No,No,No,No,No,No,No,No,-,Unlimited,As soon as possible,8250,300,24750,8250,41550,09/11/2023,5273782,"Teglholmsgade, 2450 København, København SV  - 6th floor",København SV
Apartment,26,2,2,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,As soon as possible,9700,750,29100,9700,49250,08/11/2023,5228855,"Finsensvej, 2000 København, Frederiksberg  - 2nd floor",Frederiksberg
Apartment,25,1,5,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,,Unlimited,31 March 2024,7900,600,23700,7900,40100,08/11/2023,5267169,"Finsensvej, 2000 København, Frederiksberg  - 5th floor",Frederiksberg
Apartment,36,1,6,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,,Unlimited,As soon as possible,7900,735,23700,7900,40235,08/11/2023,5400174,"Gl. Køge Landevej, 2500 København, Valby  - 6th floor",Valby
Apartment,92,2,0,No,No,No,No,No,No,No,No,No,No,No,No,,Unlimited,As soon as possible,15500,345,46500,46500,108845,08/11/2023,5182507,"Strandvejen, 2100 København, København Ø  - Ground floor",København Ø
Apartment,90,2,2,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,15 April 2024,13100,800,13100,0,27000,07/11/2023,5338079,"Vallensbæk Stationstorv, 2665 København, Vallensbæk Strand  - 2nd floor",Vallensbæk Strand
Apartment,35,1,3,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,Unlimited,As soon as possible,8000,550,24000,8000,40550,07/11/2023,5399965,"Poppelstykket, 2450 København, København SV  - 3rd floor",København SV
Apartment,43,2,1,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,Unlimited,As soon as possible,10250,650,30750,10250,51900,07/11/2023,5399962,"Poppelstykket, 2450 København, København SV  - 1st floor",København SV
Apartment,35,1,4,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,Unlimited,As soon as possible,8300,550,24900,8300,42050,07/11/2023,5399959,"Poppelstykket, 2450 København, København SV  - 4th floor",København SV
Apartment,85,3,0,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,14100,921,42300,14100,71421,07/11/2023,5399954,"Ejler Billes Allé, 2300 København, København S  - Ground floor",København S
Apartment,78,3,2,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,12900,800,25800,12900,52400,07/11/2023,5399842,"Gyngemose Parkvej, 2860 København, Søborg  - 2nd floor",Søborg
Apartment,75,2,5,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,-,Unlimited,As soon as possible,12500,800,25000,12500,50800,07/11/2023,5399786,"C.F. Møllers Allé, 2300 København, København S  - 5th floor",København S
Apartment,75,2,2,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,-,Unlimited,As soon as possible,12350,850,24700,12350,50250,07/11/2023,5399777,"C.F. Møllers Allé, 2300 København, København S  - 2nd floor",København S
Apartment,64,2,4,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,12995,600,38985,12995,65575,07/11/2023,5296015,"Amager Strandvej, 2300 København, København S  - 4th floor",København S
Apartment,43,1,0,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,,Unlimited,As soon as possible,10706,1000,32118,0,43824,07/11/2023,5399756,"Brøndbyøster Boulevard, 2605 København, Brøndby  - Ground floor",Brøndby
Apartment,72,2,1,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,-,Unlimited,As soon as possible,12450,750,24900,12450,50550,07/11/2023,5399748,"C.F. Møllers Allé, 2300 København, København S  - 1st floor",København S
Apartment,114,3,3,No,No,No,No,No,No,No,No,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,20000,1200,60000,20000,101200,06/11/2023,5399699,"Købmagergade, 1150 København, København K  - 3rd floor",København K
Apartment,102,3,2,Yes,No,No,No,No,No,No,No,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,19500,900,58500,0,78900,06/11/2023,5399694,"Kochsvej, 1812 København, Frederiksberg C  - 2nd floor",Frederiksberg C
Room,8.4,1,9,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-,1-11 months,As soon as possible,5000,700,15000,5000,25700,06/11/2023,5276339,"Ørestads Boulevard, 2300 København, København S  - 9th floor",København S
Apartment,105,3,4,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,17111,,51333,17111,85555,06/11/2023,5342208,"Venøgade, 2100 København, København Ø  - 4th floor",København Ø
Apartment,26,1,0,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,6254,650,18762,0,25666,06/11/2023,5356275,"Brøndbyøster Boulevard, 2605 København, Brøndby  - Ground floor",Brøndby
Apartment,105,4,2,No,No,No,Yes,Not specified,Not specified,Yes,Not specified,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,14500,,43500,14500,72500,02/11/2023,5398970,"Else Alfelts Vej, 2300 København, København S  - 2nd floor",København S
Apartment,88,1,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,15900,1000,47700,15900,80500,02/11/2023,5358615,"Drechselsgade, 2300 København, København S  - 1st floor",København S
Apartment,76,3,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,13500,800,40500,13500,68300,02/11/2023,5302351,"Halldór Laxness Vej, 2300 København, København S  - 2nd floor",København S
Apartment,56,2,3,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,10900,800,32700,10900,55300,01/11/2023,5187352,"Mekanikvej, 2605 København, Brøndby  - 3rd floor",Brøndby
Apartment,68,2,7,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,-,Unlimited,As soon as possible,12700,700,25400,12700,51500,31/10/2023,5398438,"C.F. Møllers Allé, 2300 København, København S  - 7th floor",København S
Room,10,1,1,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,,Unlimited,As soon as possible,4000,500,12000,0,16500,31/10/2023,5333621,"Bornholms Alle, 2630 København, Taastrup  - 1st floor",Taastrup
Apartment,92,3,5,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,15500,950,46500,15500,78450,31/10/2023,5398290,"Michael Strunges Vej, 2300 København, København S  - 5th floor",København S
Apartment,115,3,1,No,No,No,No,No,No,Yes,No,No,No,No,No,-,Unlimited,As soon as possible,13750,1200,41250,13750,69950,31/10/2023,5196351,"Halldór Laxness Vej, 2300 København, København S  - 1st floor",København S
Apartment,127,4,4,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,17700,1350,53100,17700,89850,30/10/2023,5398135,"Ørestads Boulevard, 2300 København, København S  - 4th floor",København S
Apartment,78,3,2,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,12900,675,25800,12900,52275,30/10/2023,5398098,"Gyngemose Parkvej, 2860 København, Søborg  - 2nd floor",Søborg
Apartment,98,3,0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,16900,1000,50700,16900,85500,30/10/2023,5398095,"Martha Christensens Vej, 2300 København, København S  - Ground floor",København S
Apartment,102,3,5,No,Yes,Yes,Yes,Not specified,Not specified,Yes,Not specified,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,13950,1105,41850,13950,70855,30/10/2023,5254349,"Asger Jorns Allé, 2300 København, København S  - 5th floor",København S
Apartment,240,6,3,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,55000,,165000,165000,385000,30/10/2023,5148872,"Kronprinsessegade, 1306 København, København K  - 3rd floor",København K
Apartment,70,3,2,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,31 August 2024,13665,700,40995,13665,69025,27/10/2023,5377090,"C.F. Møllers Allé, 2300 København, København S  - 2nd floor",København S
Apartment,81,2,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,31 March 2024,16600,1000,49800,16600,84000,27/10/2023,5352786,"Islands Brygge, 2300 København, København S  - 2nd floor",København S
Apartment,138,5,1,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,18950,900,56850,18950,95650,25/10/2023,5396796,"Jernbane Allé, 2720 København, Vanløse  - 1st floor",Vanløse
Apartment,90,3,3,No,No,No,Yes,Not specified,Not specified,Yes,Not specified,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,14600,,43800,14600,73000,25/10/2023,5397197,"Else Alfelts Vej, 2300 København, København S  - 3rd floor",København S
Apartment,70,3,2,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,13450,700,40350,13450,67950,25/10/2023,5397165,"C.F. Møllers Allé, 2300 København, København S  - 2nd floor",København S
Apartment,90,3,6,No,Yes,Yes,Yes,Not specified,Not specified,Yes,Not specified,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,14200,975,42600,14200,71975,25/10/2023,5097910,"Robert Jacobsens Vej, 2300 København, København S  - 6th floor",København S
Apartment,35,1,3,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,,Unlimited,As soon as possible,8000,550,24000,8000,40550,24/10/2023,5397046,"Poppelstykket, 2450 København, København SV  - 3rd floor",København SV
Apartment,68,3,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,13200,700,39600,13200,66700,23/10/2023,5396806,"Gertrude Steins Vej, 2300 København, København S  - 1st floor",København S
Apartment,135,4,4,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,,Unlimited,As soon as possible,33300,1195,99900,33300,167695,23/10/2023,5396791,"Store Regnegade, 1110 København, København K  - 4th floor",København K
Apartment,67,2,5,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,10800,800,32400,10800,54800,23/10/2023,5396780,"Jens Kofoeds Gade, 2630 København, Taastrup  - 5th floor",Taastrup
Apartment,67,2,6,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,11000,800,33000,11000,55800,23/10/2023,5396779,"Jens Kofoeds Gade, 2630 København, Taastrup  - 6th floor",Taastrup
Apartment,96,3,0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,12150,1000,36450,12150,61750,23/10/2023,5233918,"Stendraget, 2640 København, Hedehusene  - Ground floor",Hedehusene
Apartment,58,2,3,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,1-11 months,As soon as possible,13000,1000,39000,39000,92000,21/10/2023,5396562,"Strandboulevarden, 2100 København, København Ø  - 3rd floor",København Ø
Apartment,126,3,3,Yes,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,24+ months,1 April 2024,23000,500,69000,,92500,20/10/2023,4117612,"Lille Strandstræde, 1254 København, København K  - 3rd floor",København K
Room,15,1,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,,Unlimited,As soon as possible,4500,0,5000,0,9500,19/10/2023,5396182,"Vejlegårdsparken, 2665 København, Vallensbæk Strand  - Ground floor",Vallensbæk Strand
Apartment,125,4,0,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,12900,2000,38700,12900,66500,18/10/2023,5396177,"Hovedvejen, 2600 København, Glostrup  - Ground floor",Glostrup
Apartment,133,3,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,25500,1550,76500,25500,129050,18/10/2023,5050280,"Tuborg Bakkedrag, 2900 København, Hellerup  - Ground floor",Hellerup
Apartment,102,4,10,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,16500,1150,49500,16500,83650,18/10/2023,5396162,"Richard Mortensens Vej, 2300 København, København S  - 10th floor",København S
Apartment,92,2,1,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,,Unlimited,As soon as possible,11995,750,35985,0,48730,18/10/2023,5396043,"Sejlbjerg Allé, 2640 København, Hedehusene  - 1st floor",Hedehusene
Room,12,1,4,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,,1-11 months,As soon as possible,7700,0,20000,7700,35400,17/10/2023,5263482,"Theodore Roosevelts Vej, 2450 København, København SV  - 4th floor",København SV
Apartment,100,2,5,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,,1-11 months,As soon as possible,19000,1800,19000,0,39800,17/10/2023,5157620,"Frederiksberggade, 1459 København, København K  - 5th floor",København K
Apartment,69,3,2,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,12900,675,25800,12900,52275,17/10/2023,5395920,"Gyngemose Parkvej, 2860 København, Søborg  - 2nd floor",Søborg
Apartment,90,3,1,No,No,Yes,Yes,Not specified,Not specified,Yes,No,Not specified,Not specified,No,Not specified,-,Unlimited,1 April 2024,10950,980,32850,10950,55730,17/10/2023,5395905,"Tommerupgade, 2630 København, Taastrup  - 1st floor",Taastrup
Apartment,67,2,4,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,10700,800,32100,10700,54300,17/10/2023,5395804,"Jens Kofoeds Gade, 2630 København, Taastrup  - 4th floor",Taastrup
Apartment,111,4,5,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,22000,,66000,,88000,16/10/2023,5395678,"Venøgade, 2100 København, København Ø  - 5th floor",København Ø
House,236,6,0,Yes,No,No,No,Not specified,Not specified,No,Yes,Yes,Yes,No,Yes,-,24+ months,As soon as possible,55000,3001,165000,,223001,16/10/2023,5395641,"Ole Bruuns Vej, 2920 København, Charlottenlund ",Charlottenlund
Apartment,68,3,4,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,13800,700,41400,13800,69700,16/10/2023,5395620,"Gertrude Steins Vej, 2300 København, København S  - 4th floor",København S
Apartment,71,3,3,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,14000,700,42000,14000,70700,16/10/2023,5395618,"Martha Christensens Vej, 2300 København, København S  - 3rd floor",København S
Apartment,87,3,4,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,Unlimited,As soon as possible,14900,1000,44700,14900,75500,16/10/2023,5395599,"Ejler Billes Allé, 2300 København, København S  - 4th floor",København S
Apartment,149,2,3,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,25900,1500,77700,25900,131000,16/10/2023,5395528,"Islands Brygge, 2300 København, København S  - 3rd floor",København S
Apartment,103,4,2,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,16900,1100,50700,16900,85600,13/10/2023,5395334,"Martha Christensens Vej, 2300 København, København S  - 2nd floor",København S
Apartment,68,3,3,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,13700,700,41100,13700,69200,13/10/2023,5395333,"Gertrude Steins Vej, 2300 København, København S  - 3rd floor",København S
Apartment,95,3,2,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,,24+ months,As soon as possible,18500,0,37000,0,55500,13/10/2023,5394247,"Bardenflethsgade, 2300 København, København S  - 2nd floor",København S
Apartment,70,3,5,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,14120,700,42360,14120,71300,12/10/2023,5395163,"C.F. Møllers Allé, 2300 København, København S  - 5th floor",København S
Room,11,1,5,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,,1-11 months,15 April 2024,5300,200,5300,5300,16100,02/11/2023,5325194,"Peter Bangs Vej, 2000 København, Frederiksberg  - 5th floor",Frederiksberg
Apartment,132,3,4,No,No,No,Yes,Not specified,Not specified,Yes,Yes,Not specified,Not specified,No,Not specified,-,24+ months,As soon as possible,40000,1600,120000,,161600,11/10/2023,5394885,"Trangravsvej, 1436 København, København K  - 4th floor",København K
Apartment,31,1,2,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,,Unlimited,As soon as possible,7600,600,22800,7600,38600,11/10/2023,5247759,"Gammel Køge Landevej, 2500 København, Valby  - 2nd floor",Valby
Apartment,62,2,5,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,12700,650,38100,12700,64150,11/10/2023,5394832,"Ørestads Boulevard, 2300 København, København S  - 5th floor",København S
Apartment,104,4,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,16800,1100,50400,16800,85100,11/10/2023,5394831,"Gertrude Steins Vej, 2300 København, København S  - 1st floor",København S
Apartment,66,3,4,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,-,Unlimited,As soon as possible,13800,700,41400,13800,69700,11/10/2023,5394812,"Gertrude Steins Vej, 2300 København, København S  - 4th floor",København S
Apartment,107,3,0,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,,Unlimited,1 April 2024,13000,1370,39000,13000,66370,11/10/2023,5394752,"Rolighedsvej, 2750 København, Ballerup  - Ground floor",Ballerup
Apartment,50,2,0,No,No,No,No,No,No,No,Yes,No,No,No,No,-,Unlimited,As soon as possible,12000,2000,36000,12000,62000,11/10/2023,5240222,"Høyrups Alle, 2900 København, Hellerup ",Hellerup
Apartment,133,4,2,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,19200,1100,57600,19200,97100,10/10/2023,5394610,"Else Alfelts Vej, 2300 København, København S  - 2nd floor",København S
Apartment,133,4,2,No,No,Yes,Yes,Not specified,Not specified,No,No,Yes,Yes,No,Yes,-,24+ months,As soon as possible,27000,1500,81000,,109500,10/10/2023,5394378,"Hammershøi Kaj, 1414 København, København K  - 2nd floor",København K
Apartment,276,6,4,No,No,No,No,No,No,No,No,No,No,No,No,-,Unlimited,1 April 2024,38200,2850,114600,38200,193850,09/10/2023,5394269,"Grønningen, 1270 København, København K  - 4th floor",København K
Room,8,1,1,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,-,Unlimited,As soon as possible,4500,0,0,4500,9000,09/10/2023,5201942,"Frederikssundsvej, 2700 København, Brønshøj  - 1st floor",Brønshøj
Apartment,70,2,4,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,,1-11 months,As soon as possible,16500,1000,49500,16500,83500,08/10/2023,5296032,"Lille Strandvej, 2900 København, Hellerup  - 4th floor",Hellerup
Room,17,1,1,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,-,12-23 months,1 April 2024,6000,0,6000,0,12000,08/10/2023,4995852,"Amagerbrogade, 2300 København, København S  - 1st floor",København S
Room,20,1,1,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,,1-11 months,As soon as possible,6500,0,0,6500,13000,06/10/2023,4819804,"Strandvejen, 2930 København, Klampenborg  - 1st floor",Klampenborg
Apartment,213,5,4,No,Yes,Yes,Yes,No,No,No,No,Not specified,Not specified,No,Not specified,-,Unlimited,As soon as possible,50000,1500,150000,150000,351500,05/10/2023,5334674,"Herluf Trolles Gade, 1052 København, København K  - 4th floor",København K
Apartment,116,4,1,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,Unlimited,As soon as possible,17950,1200,53850,17950,90950,05/10/2023,5258931,"Else Alfelts Vej, 2300 København, København S  - 1st floor",København S
Apartment,180,4,3,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,-,Unlimited,As soon as possible,33000,2200,99000,99000,233200,05/10/2023,5393404,"Strandvejen, 2900 København, Hellerup  - 3rd floor",Hellerup
